name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	5220	834	6054	0.71258
Marinobacter	2742	G	43	13	56	0.00670
Salinimonas	288793	G	2	0	2	0.00025
Paraglaciecola	1621534	G	1	0	1	0.00012
Shewanella	22	G	7	1	8	0.00096
Parashewanella	2547964	G	2	0	2	0.00025
Pseudoalteromonas	53246	G	4	0	4	0.00050
Idiomarina	135575	G	2	0	2	0.00029
Colwellia	28228	G	1	0	1	0.00013
Pseudomonas	286	G	90	24	114	0.01348
Acinetobacter	469	G	8	1	9	0.00110
Moraxella	475	G	1	0	1	0.00016
Enterobacter	547	G	2	1	3	0.00044
Pseudescherichia	2055880	G	1	10	11	0.00131
Shimwellia	1335483	G	1	1	2	0.00029
Lelliottia	1330545	G	1	5	6	0.00072
Gibbsiella	929812	G	1	0	1	0.00023
Sodalis	84565	G	4	1	5	0.00066
Dickeya	204037	G	4	1	5	0.00067
Pantoea	53335	G	3	1	4	0.00057
Tatumella	82986	G	2	1	3	0.00037
Serratia	613	G	3	0	3	0.00035
Chania	1745211	G	1	0	1	0.00017
Nissabacter	1964366	G	1	0	1	0.00020
Providencia	586	G	2	2	4	0.00055
Morganella	581	G	1	1	2	0.00035
Obesumbacterium	82982	G	1	2	3	0.00045
Pragia	82984	G	1	0	1	0.00018
Methylophaga	40222	G	45	30	75	0.00894
Thiomicrorhabdus	2039723	G	3	0	3	0.00036
Piscirickettsia	1237	G	1	0	1	0.00013
Thioploca	40751	G	1	0	1	0.00012
Halomonas	2745	G	8	4	12	0.00142
Cobetia	204286	G	2	0	2	0.00024
Kushneria	504090	G	2	0	2	0.00026
Pistricoccus	1897649	G	1	0	1	0.00014
Alcanivorax	59753	G	5	7	12	0.00144
Marinomonas	28253	G	1	0	1	0.00015
Bermanella	599651	G	1	0	1	0.00013
Bacterioplanes	1537406	G	1	0	1	0.00013
Gynuella	1445504	G	1	0	1	0.00013
Litoricola	418700	G	1	0	1	0.00013
Kangiella	261963	G	1	0	1	0.00013
Nitrosococcus	1227	G	4	0	4	0.00058
Rheinheimera	67575	G	3	1	4	0.00052
Marichromatium	85076	G	1	1	2	0.00030
Thioalkalivibrio	106633	G	2	2	4	0.00051
Ectothiorhodospira	1051	G	1	1	2	0.00027
Sulfuriflexus	1860077	G	4	0	4	0.00049
Halothiobacillus	109262	G	3	0	3	0.00045
Woeseia	1738655	G	2	0	2	0.00024
Thiohalobacter	1273155	G	1	0	1	0.00018
Sulfurivermis	2034504	G	1	4	5	0.00067
Stenotrophomonas	40323	G	8	8	16	0.00189
Xanthomonas	338	G	5	1	6	0.00074
Lysobacter	68	G	3	0	3	0.00045
Luteimonas	83614	G	1	0	1	0.00017
Rhodanobacter	75309	G	1	0	1	0.00023
Dyella	231454	G	1	0	1	0.00023
Ahniella	2233801	G	1	0	1	0.00013
Aeromonas	642	G	5	1	6	0.00076
Tolumonas	43947	G	2	2	4	0.00057
Oceanimonas	129577	G	1	0	1	0.00014
Oceanisphaera	225143	G	1	0	1	0.00014
Methylomicrobium	39773	G	4	0	4	0.00057
Methylococcus	413	G	2	0	2	0.00028
Methylomonas	416	G	1	0	1	0.00012
Vibrio	662	G	5	1	6	0.00075
Grimontia	246861	G	1	0	1	0.00016
Cellvibrio	10	G	2	0	2	0.00027
Microbulbifer	48073	G	2	3	5	0.00067
Gallibacterium	155493	G	1	1	2	0.00026
Pseudohongiella	1524249	G	2	0	2	0.00025
Thiolapillus	1608298	G	1	0	1	0.00012
Legionella	445	G	1	1	2	0.00026
Salinisphaera	180541	G	1	0	1	0.00012
Maricaulis	74317	G	205	239	444	0.05225
Glycocaulis	1433402	G	15	12	27	0.00325
Hyphomonas	85	G	13	5	18	0.00223
Hirschia	2723	G	1	0	1	0.00014
Labrenzia	478070	G	9	6	15	0.00182
Ruegeria	97050	G	6	7	13	0.00160
Roseobacter	2433	G	5	0	5	0.00070
Roseovarius	74030	G	5	24	29	0.00351
Sulfitobacter	60136	G	4	3	7	0.00085
Paracoccus	265	G	4	7	11	0.00136
Rhodobacter	1060	G	3	4	7	0.00084
Pseudohalocynthiibacter	1759417	G	3	6	9	0.00106
Phaeobacter	302485	G	3	4	7	0.00083
Dinoroseobacter	309512	G	2	9	11	0.00133
Brevirhabdus	1855413	G	2	10	12	0.00142
Celeribacter	875170	G	2	5	7	0.00088
Octadecabacter	53945	G	2	0	2	0.00029
Thalassococcus	436357	G	1	0	1	0.00015
Parasedimentitalea	2738399	G	1	0	1	0.00019
Silicimonas	1955420	G	1	0	1	0.00018
Rhodovulum	34008	G	1	1	2	0.00032
Marivivens	1759396	G	1	3	4	0.00056
Boseongicola	1648497	G	1	0	1	0.00015
Planktomarina	1284657	G	1	0	1	0.00015
Thioclava	285107	G	1	2	3	0.00039
Leisingera	191028	G	1	5	6	0.00075
Pseudovibrio	258255	G	1	1	2	0.00027
Pannonibacter	227873	G	1	50	51	0.00604
Gemmobacter	204456	G	1	1	2	0.00030
Bradyrhizobium	374	G	24	27	51	0.00607
Bosea	85413	G	9	16	25	0.00297
Nitrobacter	911	G	2	3	5	0.00066
Rhodopseudomonas	1073	G	2	5	7	0.00088
Variibacter	1649510	G	1	0	1	0.00022
Rhizobium	379	G	12	66	78	0.00927
Agrobacterium	357	G	7	10	17	0.00202
Neorhizobium	1525371	G	1	1	2	0.00031
Sinorhizobium	28105	G	5	23	28	0.00333
Shinella	323620	G	2	31	33	0.00392
Georhizobium	2661800	G	1	5	6	0.00072
Mesorhizobium	68287	G	12	17	29	0.00348
Hoeflea	274591	G	3	3	6	0.00076
Roseitalea	1915401	G	2	4	6	0.00072
Aminobacter	31988	G	1	6	7	0.00087
Chelativorans	449972	G	1	1	2	0.00033
Salaquimonas	2712688	G	1	0	1	0.00019
Devosia	46913	G	3	2	5	0.00067
Hyphomicrobium	81	G	2	1	3	0.00046
Rhodomicrobium	1068	G	2	1	3	0.00041
Pyruvatibacter	1742974	G	6	6	12	0.00147
Parvibaculum	256616	G	1	13	14	0.00170
Candidatus Phaeomarinobacter	1541445	G	1	1	2	0.00030
Methylobacterium	407	G	2	0	2	0.00024
Ochrobactrum	528	G	3	24	27	0.00327
Brucella	234	G	2	0	2	0.00024
Methyloceanibacter	1484898	G	3	2	5	0.00062
Nordella	169055	G	2	1	3	0.00037
Cohaesibacter	655352	G	3	2	5	0.00061
Breoghania	1406135	G	1	2	3	0.00036
Methylocystis	133	G	1	1	2	0.00029
Methylosinus	425	G	1	1	2	0.00034
Terasakiella	196080	G	1	0	1	0.00016
Azorhizobium	6	G	1	2	3	0.00038
Labrys	204476	G	1	1	2	0.00026
Pseudolabrys	556257	G	1	2	3	0.00040
Bartonella	773	G	1	1	2	0.00029
Chelatococcus	28209	G	1	5	6	0.00080
Sphingomonas	13687	G	11	26	37	0.00441
Sphingobium	165695	G	5	45	50	0.00597
Sphingopyxis	165697	G	4	19	23	0.00280
Novosphingobium	165696	G	3	3	6	0.00074
Parasphingopyxis	1234545	G	2	0	2	0.00030
Sphingorhabdus	1434046	G	2	0	2	0.00024
Zymomonas	541	G	1	0	1	0.00022
