name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	1205	337	1542	0.36330
Marinobacter	2742	G	51	44	95	0.02238
Saliniradius	2661818	G	4	0	4	0.00115
Salinimonas	288793	G	2	0	2	0.00063
Lacimicrobium	1751872	G	2	0	2	0.00054
Shewanella	22	G	14	6	20	0.00477
Pseudoalteromonas	53246	G	2	0	2	0.00047
Pseudomonas	286	G	73	30	103	0.02432
Acinetobacter	469	G	4	11	15	0.00353
Methylophaga	40222	G	61	80	141	0.03341
Thiomicrorhabdus	2039723	G	1	0	1	0.00031
Francisella	262	G	1	0	1	0.00028
Klebsiella	570	G	4	45	49	0.01173
Enterobacter	547	G	2	11	13	0.00309
Lelliottia	1330545	G	2	1	3	0.00089
Citrobacter	544	G	2	18	20	0.00474
Salmonella	590	G	2	0	2	0.00047
Leclercia	83654	G	1	1	2	0.00057
Cedecea	158483	G	1	0	1	0.00043
Limnobaculum	2172100	G	1	0	1	0.00045
Escherichia	561	G	1	29	30	0.00722
Pantoea	53335	G	6	3	9	0.00217
Tatumella	82986	G	1	0	1	0.00039
Mixta	2100764	G	1	1	2	0.00066
Pectobacterium	122277	G	2	0	2	0.00064
Yersinia	629	G	1	1	2	0.00064
Morganella	581	G	1	2	3	0.00085
Halomonas	2745	G	11	6	17	0.00410
Chromohalobacter	42054	G	1	0	1	0.00033
Cobetia	204286	G	1	0	1	0.00039
Marinomonas	28253	G	2	0	2	0.00067
Marinobacterium	48075	G	1	0	1	0.00029
Nitrincola	267849	G	1	0	1	0.00044
Bermanella	599651	G	1	0	1	0.00028
Hahella	158481	G	1	0	1	0.00027
Reinekea	230494	G	1	0	1	0.00028
Endozoicomonas	305899	G	1	0	1	0.00030
Cellvibrio	10	G	3	0	3	0.00085
Saccharophagus	316625	G	1	0	1	0.00027
Simiduia	447467	G	1	0	1	0.00028
Microbulbifer	48073	G	2	0	2	0.00070
Spongiibacter	630749	G	1	2	3	0.00088
Zhongshania	1434050	G	1	0	1	0.00030
Stenotrophomonas	40323	G	4	5	9	0.00232
Xanthomonas	338	G	2	1	3	0.00091
Pseudoxanthomonas	83618	G	1	0	1	0.00035
Thermomonas	141948	G	1	0	1	0.00031
Ahniella	2233801	G	1	0	1	0.00025
Thioalkalivibrio	106633	G	2	3	5	0.00130
Spiribacter	1335745	G	1	0	1	0.00028
Acidihalobacter	1765964	G	1	0	1	0.00033
Thiocystis	13724	G	1	0	1	0.00028
Vibrio	662	G	4	3	7	0.00171
Salinivibrio	51366	G	2	0	2	0.00062
Methylomonas	416	G	3	0	3	0.00094
Methylomicrobium	39773	G	2	0	2	0.00054
Actinobacillus	713	G	1	0	1	0.00041
Pasteurella	745	G	1	2	3	0.00076
Aggregatibacter	416916	G	1	0	1	0.00039
Aeromonas	642	G	3	2	5	0.00127
Oceanimonas	129577	G	1	0	1	0.00033
Sedimenticola	349742	G	1	0	1	0.00026
Gallaecimonas	745410	G	1	0	1	0.00029
Thiolapillus	1608298	G	1	0	1	0.00025
Aquicella	254245	G	1	0	1	0.00025
Immundisolibacter	1934947	G	1	0	1	0.00045
Maricaulis	74317	G	188	84	272	0.06431
Glycocaulis	1433402	G	18	6	24	0.00576
Hyphomonas	85	G	10	1	11	0.00282
Labrenzia	478070	G	11	0	11	0.00273
Paracoccus	265	G	6	6	12	0.00286
Sulfitobacter	60136	G	5	17	22	0.00537
Dinoroseobacter	309512	G	3	9	12	0.00285
Boseongicola	1648497	G	3	0	3	0.00077
Celeribacter	875170	G	2	6	8	0.00205
Monaibacterium	2029873	G	2	2	4	0.00111
Yangia	354203	G	2	0	2	0.00068
Thioclava	285107	G	2	1	3	0.00090
Rhodovulum	34008	G	1	0	1	0.00038
Thalassococcus	436357	G	1	0	1	0.00026
Defluviimonas	1097466	G	1	2	3	0.00080
Thalassobius	335927	G	1	0	1	0.00030
Mameliella	1434019	G	1	1	2	0.00055
Salipiger	263377	G	1	3	4	0.00106
Pseudovibrio	258255	G	1	0	1	0.00030
Gemmobacter	204456	G	1	1	2	0.00053
Epibacterium	1649279	G	1	3	4	0.00111
Paraoceanicella	2683599	G	1	1	2	0.00056
Octadecabacter	53945	G	1	0	1	0.00026
Brevirhabdus	1855413	G	1	3	4	0.00095
Halovulum	1844498	G	1	0	1	0.00032
Ruegeria	97050	G	1	1	2	0.00053
Stappia	152161	G	1	0	1	0.00032
Leisingera	191028	G	1	0	1	0.00036
Rhizobium	379	G	17	32	49	0.01173
Agrobacterium	357	G	4	5	9	0.00226
Neorhizobium	1525371	G	2	1	3	0.00092
Sinorhizobium	28105	G	4	3	7	0.00172
Ensifer	106591	G	1	2	3	0.00088
Shinella	323620	G	2	8	10	0.00240
Georhizobium	2661800	G	1	2	3	0.00087
Bradyrhizobium	374	G	24	13	37	0.00872
Bosea	85413	G	4	3	7	0.00176
Rhodopseudomonas	1073	G	2	2	4	0.00110
Variibacter	1649510	G	2	0	2	0.00067
Mesorhizobium	68287	G	11	15	26	0.00633
Salaquimonas	2712688	G	2	0	2	0.00058
Phyllobacterium	28100	G	1	1	2	0.00050
Hoeflea	274591	G	1	0	1	0.00024
Roseitalea	1915401	G	1	1	2	0.00049
Devosia	46913	G	4	1	5	0.00140
Hyphomicrobium	81	G	2	0	2	0.00055
Rhodomicrobium	1068	G	1	0	1	0.00031
Filomicrobium	119044	G	1	0	1	0.00027
Youhaiella	1827478	G	1	0	1	0.00043
Methylobacterium	407	G	2	0	2	0.00047
Methylorubrum	2282523	G	1	10	11	0.00267
Brucella	234	G	3	3	6	0.00159
Ochrobactrum	528	G	2	5	7	0.00172
Methylocella	120652	G	1	2	3	0.00088
Pyruvatibacter	1742974	G	2	0	2	0.00066
Pseudolabrys	556257	G	4	5	9	0.00219
Nordella	169055	G	2	0	2	0.00062
Hartmannibacter	1572860	G	1	1	2	0.00055
Methylosinus	425	G	1	1	2	0.00050
Terasakiella	196080	G	1	0	1	0.00026
Aureimonas	414371	G	2	1	3	0.00087
Cohaesibacter	655352	G	2	0	2	0.00057
Chelatococcus	28209	G	1	0	1	0.00024
Lichenihabitans	2723776	G	1	0	1	0.00038
Sphingomonas	13687	G	14	16	30	0.00723
Sphingobium	165695	G	9	28	37	0.00882
