name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Maricaulis	74317	G	1353	880	2233	0.12555
Glycocaulis	1433402	G	133	69	202	0.01138
Hyphomonas	85	G	64	22	86	0.00488
Hirschia	2723	G	3	0	3	0.00019
Labrenzia	478070	G	60	19	79	0.00448
Paracoccus	265	G	27	45	72	0.00406
Sulfitobacter	60136	G	27	40	67	0.00377
Ruegeria	97050	G	24	108	132	0.00743
Rhodobacter	1060	G	18	40	58	0.00328
Phaeobacter	302485	G	18	21	39	0.00220
Roseovarius	74030	G	18	31	49	0.00280
Boseongicola	1648497	G	13	1	14	0.00084
Celeribacter	875170	G	11	31	42	0.00238
Octadecabacter	53945	G	11	3	14	0.00081
Stappia	152161	G	11	14	25	0.00146
Monaibacterium	2029873	G	10	18	28	0.00163
Thioclava	285107	G	8	12	20	0.00115
Parasedimentitalea	2738399	G	6	2	8	0.00046
Tabrizicola	1443919	G	6	3	9	0.00054
Brevirhabdus	1855413	G	6	26	32	0.00183
Dinoroseobacter	309512	G	6	25	31	0.00175
Pseudovibrio	258255	G	6	3	9	0.00053
Leisingera	191028	G	6	7	13	0.00076
Roseobacter	2433	G	5	0	5	0.00032
Rhodovulum	34008	G	5	4	9	0.00052
Pannonibacter	227873	G	5	84	89	0.00501
Yoonia	2211641	G	4	8	12	0.00071
Roseivivax	93682	G	4	2	6	0.00039
Ketogulonicigenium	92944	G	3	2	5	0.00033
Mameliella	1434019	G	3	5	8	0.00050
Planktomarina	1284657	G	3	0	3	0.00020
Epibacterium	1649279	G	3	10	13	0.00073
Thalassococcus	436357	G	3	0	3	0.00020
Marinovum	367771	G	3	9	12	0.00073
Pseudohalocynthiibacter	1759417	G	3	4	7	0.00045
Silicimonas	1955420	G	3	0	3	0.00022
Jannaschia	188905	G	3	0	3	0.00019
Halovulum	1844498	G	2	1	3	0.00018
Marivivens	1759396	G	2	7	9	0.00051
Yangia	354203	G	2	1	3	0.00021
Thalassobius	335927	G	2	0	2	0.00017
Confluentimicrobium	1609958	G	2	10	12	0.00072
Tateyamaria	299261	G	2	0	2	0.00013
Paraoceanicella	2683599	G	2	4	6	0.00036
Litoreibacter	947567	G	1	0	1	0.00008
Rhodobaca	119541	G	1	0	1	0.00007
Maribius	387095	G	1	0	1	0.00008
Haematobacter	366614	G	1	7	8	0.00047
Pelagibaca	360528	G	1	4	5	0.00032
Roseibacterium	159345	G	1	0	1	0.00009
Salipiger	263377	G	1	5	6	0.00034
Gemmobacter	204456	G	1	2	3	0.00018
Oceanicola	252301	G	1	0	1	0.00007
Pseudorhodobacter	238783	G	1	0	1	0.00008
Rhizobium	379	G	85	88	173	0.00974
Agrobacterium	357	G	33	74	107	0.00605
Neorhizobium	1525371	G	12	13	25	0.00141
Sinorhizobium	28105	G	16	44	60	0.00342
Ensifer	106591	G	14	31	45	0.00254
Georhizobium	2661800	G	5	19	24	0.00140
Shinella	323620	G	3	24	27	0.00156
Mesorhizobium	68287	G	87	176	263	0.01479
Hoeflea	274591	G	15	9	24	0.00136
Phyllobacterium	28100	G	10	15	25	0.00142
Aminobacter	31988	G	8	37	45	0.00254
Nitratireductor	245876	G	7	10	17	0.00096
Salaquimonas	2712688	G	7	2	9	0.00054
Oricola	1594166	G	5	7	12	0.00068
Chelativorans	449972	G	4	5	9	0.00052
Roseitalea	1915401	G	2	2	4	0.00028
Bradyrhizobium	374	G	65	47	112	0.00635
Bosea	85413	G	31	37	68	0.00388
Rhodopseudomonas	1073	G	13	34	47	0.00266
Variibacter	1649510	G	8	5	13	0.00075
Tardiphaga	1395974	G	4	0	4	0.00022
Nitrobacter	911	G	3	9	12	0.00069
Oligotropha	40136	G	1	0	1	0.00006
Devosia	46913	G	30	20	50	0.00281
Hyphomicrobium	81	G	13	11	24	0.00137
Youhaiella	1827478	G	5	5	10	0.00060
Filomicrobium	119044	G	4	0	4	0.00027
Rhodomicrobium	1068	G	3	1	4	0.00025
Rhodoplanes	29407	G	3	3	6	0.00036
Blastochloris	59282	G	2	5	7	0.00045
Maritalea	623276	G	1	0	1	0.00007
Pelagibacterium	1082930	G	1	1	2	0.00015
Pyruvatibacter	1742974	G	26	17	43	0.00245
Candidatus Phaeomarinobacter	1541445	G	10	12	22	0.00126
Parvibaculum	256616	G	4	60	64	0.00363
Methylobacterium	407	G	28	29	57	0.00321
Methylorubrum	2282523	G	4	21	25	0.00142
Pseudolabrys	556257	G	12	22	34	0.00194
Azorhizobium	6	G	7	12	19	0.00112
Starkeya	152053	G	6	17	23	0.00133
Labrys	204476	G	6	5	11	0.00066
Ancylobacter	99	G	4	6	10	0.00060
Ochrobactrum	528	G	14	102	116	0.00654
Brucella	234	G	5	7	12	0.00068
Methylocystis	133	G	13	13	26	0.00147
Methylosinus	425	G	5	8	13	0.00077
Terasakiella	196080	G	1	0	1	0.00007
Nordella	169055	G	6	2	8	0.00050
Methyloligella	1485594	G	5	5	10	0.00061
Methyloceanibacter	1484898	G	4	3	7	0.00040
Hartmannibacter	1572860	G	4	8	12	0.00068
Martelella	293088	G	7	22	29	0.00167
