name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	40651	2637	43288	0.80267
Marinobacter	2742	G	89	15	104	0.00194
Saliniradius	2661818	G	6	0	6	0.00011
Glaciecola	89404	G	4	0	4	0.00008
Lacimicrobium	1751872	G	3	0	3	0.00006
Salinimonas	288793	G	2	0	2	0.00004
Hydrocarboniclastica	2650549	G	2	0	2	0.00004
Shewanella	22	G	34	6	40	0.00075
Pseudoalteromonas	53246	G	10	0	10	0.00020
Idiomarina	135575	G	5	0	5	0.00010
Colwellia	28228	G	2	0	2	0.00004
Thalassotalea	1518149	G	2	0	2	0.00004
Ferrimonas	44011	G	4	0	4	0.00008
Moritella	58050	G	1	0	1	0.00002
Psychromonas	67572	G	1	0	1	0.00002
Pseudomonas	286	G	288	64	352	0.00654
Permianibacter	1649479	G	2	0	2	0.00004
Azotobacter	352	G	1	0	1	0.00002
Oblitimonas	1849530	G	1	0	1	0.00003
Acinetobacter	469	G	20	2	22	0.00042
Psychrobacter	497	G	3	0	3	0.00006
Moraxella	475	G	1	0	1	0.00002
Enterobacter	547	G	21	16	37	0.00069
Salmonella	590	G	7	6	13	0.00025
Kosakonia	1330547	G	7	2	9	0.00017
Leclercia	83654	G	7	0	7	0.00013
Klebsiella	570	G	4	11	15	0.00028
Citrobacter	544	G	4	29	33	0.00062
Cronobacter	413496	G	4	3	7	0.00015
Escherichia	561	G	3	35	38	0.00072
Lelliottia	1330545	G	3	1	4	0.00008
Pseudescherichia	2055880	G	2	0	2	0.00004
Pluralibacter	1330546	G	2	0	2	0.00005
Gibbsiella	929812	G	2	0	2	0.00005
Scandinavium	2726810	G	1	0	1	0.00002
Limnobaculum	2172100	G	1	0	1	0.00003
Raoultella	160674	G	1	0	1	0.00002
Yokenella	158876	G	1	0	1	0.00003
Kluyvera	579	G	1	1	2	0.00004
Pantoea	53335	G	14	9	23	0.00044
Erwinia	551	G	5	2	7	0.00013
Tatumella	82986	G	2	0	2	0.00005
Mixta	2100764	G	2	1	3	0.00006
Dickeya	204037	G	9	0	9	0.00018
Pectobacterium	122277	G	5	0	5	0.00010
Sodalis	84565	G	4	0	4	0.00008
Brenneria	71655	G	1	0	1	0.00002
Lonsdalea	1082702	G	1	0	1	0.00002
Serratia	613	G	12	2	14	0.00026
Yersinia	629	G	3	0	3	0.00007
Nissabacter	1964366	G	2	0	2	0.00005
Rouxiella	1565532	G	1	0	1	0.00002
Chania	1745211	G	1	0	1	0.00002
Candidatus Fukatsuia	1927833	G	1	0	1	0.00002
Morganella	581	G	4	3	7	0.00014
Photorhabdus	29487	G	2	0	2	0.00004
Xenorhabdus	626	G	1	0	1	0.00002
Hafnia	568	G	2	0	2	0.00004
Edwardsiella	635	G	2	0	2	0.00005
Obesumbacterium	82982	G	1	2	3	0.00006
Plesiomonas	702	G	2	0	2	0.00005
Phytobacter	447792	G	1	9	10	0.00020
Methylophaga	40222	G	141	46	187	0.00349
Thiomicrospira	933	G	4	3	7	0.00013
Thiomicrorhabdus	2039723	G	4	0	4	0.00008
Hydrogenovibrio	28884	G	3	0	3	0.00006
Xanthomonas	338	G	23	8	31	0.00059
Stenotrophomonas	40323	G	21	10	31	0.00059
Lysobacter	68	G	10	1	11	0.00022
Luteimonas	83614	G	7	2	9	0.00017
Thermomonas	141948	G	3	0	3	0.00007
Xylella	2370	G	2	0	2	0.00004
Pseudoxanthomonas	83618	G	1	0	1	0.00003
Arenimonas	490567	G	1	0	1	0.00002
Rhodanobacter	75309	G	8	2	10	0.00020
Luteibacter	242605	G	6	0	6	0.00013
Ahniella	2233801	G	5	0	5	0.00010
Dokdonella	323413	G	3	0	3	0.00007
Aerosticca	2707020	G	2	10	12	0.00022
Halomonas	2745	G	26	5	31	0.00058
Kushneria	504090	G	8	0	8	0.00016
Chromohalobacter	42054	G	2	0	2	0.00005
Cobetia	204286	G	1	0	1	0.00003
Alcanivorax	59753	G	11	4	15	0.00028
Marinobacterium	48075	G	2	0	2	0.00004
Thalassolituus	187492	G	2	0	2	0.00005
Marinomonas	28253	G	1	0	1	0.00002
Neptunomonas	75687	G	1	0	1	0.00002
Nitrincola	267849	G	1	0	1	0.00002
Bacterioplanes	1537406	G	1	0	1	0.00002
Gynuella	1445504	G	5	0	5	0.00010
Saccharospirillum	231683	G	1	0	1	0.00002
Oleiphilus	141450	G	4	1	5	0.00010
Hahella	158481	G	4	0	4	0.00008
Kangiella	261963	G	4	0	4	0.00008
Endozoicomonas	305899	G	3	0	3	0.00006
Thioalkalivibrio	106633	G	10	11	21	0.00040
Spiribacter	1335745	G	3	0	3	0.00006
Acidihalobacter	1765964	G	2	0	2	0.00004
Ectothiorhodospira	1051	G	1	0	1	0.00002
Halorhodospira	85108	G	1	0	1	0.00002
Marichromatium	85076	G	4	1	5	0.00009
Thiocystis	13724	G	3	3	6	0.00012
Thermochromatium	85073	G	3	0	3	0.00006
Rheinheimera	67575	G	2	1	3	0.00007
Nitrosococcus	1227	G	1	0	1	0.00002
Allochromatium	85072	G	1	0	1	0.00002
Thioflavicoccus	156885	G	1	0	1	0.00002
Sulfuriflexus	1860077	G	7	0	7	0.00013
Thiohalobacter	1273155	G	4	1	5	0.00010
Halothiobacillus	109262	G	3	0	3	0.00007
Sulfurivermis	2034504	G	3	6	9	0.00018
Woeseia	1738655	G	3	0	3	0.00006
Wenzhouxiangella	1676142	G	1	0	1	0.00002
Vibrio	662	G	20	4	24	0.00045
Salinivibrio	51366	G	8	1	9	0.00017
Grimontia	246861	G	2	0	2	0.00005
Photobacterium	657	G	1	0	1	0.00004
Microbulbifer	48073	G	18	0	18	0.00034
Halioglobus	1217416	G	5	0	5	0.00009
Kineobactrum	2678529	G	3	0	3	0.00006
Congregibacter	393661	G	1	1	2	0.00005
Cellvibrio	10	G	4	0	4	0.00008
Simiduia	447467	G	2	0	2	0.00004
Oceanicoccus	1084558	G	1	0	1	0.00002
Zhongshania	1434050	G	1	0	1	0.00002
Aeromonas	642	G	21	1	22	0.00042
Oceanimonas	129577	G	3	0	3	0.00006
Tolumonas	43947	G	2	1	3	0.00006
Zobellella	347533	G	2	0	2	0.00004
Oceanisphaera	225143	G	1	0	1	0.00002
Methylomonas	416	G	8	1	9	0.00018
Methylomicrobium	39773	G	6	1	7	0.00013
Candidatus Methylospira	1808977	G	4	0	4	0.00009
Methylococcus	413	G	1	0	1	0.00003
Methylocaldum	73778	G	1	0	1	0.00002
