name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	1527	381	1908	0.53692
Marinobacter	2742	G	55	50	105	0.02969
Glaciecola	89404	G	1	0	1	0.00031
Salinimonas	288793	G	1	0	1	0.00042
Saliniradius	2661818	G	1	0	1	0.00034
Colwellia	28228	G	1	1	2	0.00060
Shewanella	22	G	2	0	2	0.00056
Pseudoalteromonas	53246	G	1	0	1	0.00035
Idiomarina	135575	G	1	0	1	0.00028
Psychromonas	67572	G	1	0	1	0.00039
Pseudomonas	286	G	69	45	114	0.03233
Permianibacter	1649479	G	1	0	1	0.00030
Acinetobacter	469	G	3	2	5	0.00154
Moraxella	475	G	1	1	2	0.00082
Methylophaga	40222	G	57	64	121	0.03417
Thiomicrorhabdus	2039723	G	3	0	3	0.00095
Thiomicrospira	933	G	1	0	1	0.00033
Beggiatoa	1021	G	1	0	1	0.00029
Thioploca	40751	G	1	0	1	0.00029
Francisella	262	G	1	0	1	0.00028
Enterobacter	547	G	3	0	3	0.00084
Citrobacter	544	G	1	0	1	0.00028
Shimwellia	1335483	G	1	9	10	0.00297
Cronobacter	413496	G	1	0	1	0.00028
Serratia	613	G	4	7	11	0.00326
Rahnella	34037	G	1	12	13	0.00392
Pantoea	53335	G	4	3	7	0.00222
Dickeya	204037	G	2	2	4	0.00134
Pectobacterium	122277	G	1	0	1	0.00028
Providencia	586	G	2	5	7	0.00207
Xenorhabdus	626	G	1	1	2	0.00073
Halomonas	2745	G	14	4	18	0.00527
Kushneria	504090	G	2	0	2	0.00062
Marinobacterium	48075	G	2	0	2	0.00068
Marinomonas	28253	G	1	0	1	0.00038
Oleispira	188907	G	1	0	1	0.00035
Bacterioplanes	1537406	G	1	0	1	0.00032
Alcanivorax	59753	G	4	7	11	0.00321
Saccharospirillum	231683	G	1	0	1	0.00034
Gynuella	1445504	G	1	0	1	0.00032
Endozoicomonas	305899	G	2	0	2	0.00071
Kangiella	261963	G	1	0	1	0.00036
Nitrosococcus	1227	G	3	2	5	0.00166
Thiocystis	13724	G	1	0	1	0.00040
Rheinheimera	67575	G	1	0	1	0.00034
Marichromatium	85076	G	1	1	2	0.00059
Thioalkalivibrio	106633	G	3	7	10	0.00288
Spiribacter	1335745	G	1	0	1	0.00034
Acidihalobacter	1765964	G	1	0	1	0.00036
Sulfuriflexus	1860077	G	2	0	2	0.00062
Sulfurivermis	2034504	G	2	11	13	0.00372
Woeseia	1738655	G	1	0	1	0.00030
Guyparkeria	2035712	G	1	1	2	0.00065
Xanthomonas	338	G	3	0	3	0.00084
Stenotrophomonas	40323	G	2	4	6	0.00174
Lysobacter	68	G	1	0	1	0.00040
Luteimonas	83614	G	1	0	1	0.00041
Thermomonas	141948	G	1	1	2	0.00058
Arenimonas	490567	G	1	0	1	0.00041
Frateuria	70411	G	1	0	1	0.00035
Halioglobus	1217416	G	2	3	5	0.00150
Congregibacter	393661	G	1	2	3	0.00085
Cellvibrio	10	G	1	0	1	0.00030
Teredinibacter	2425	G	1	0	1	0.00031
Simiduia	447467	G	1	0	1	0.00032
Microbulbifer	48073	G	2	0	2	0.00070
Spongiibacter	630749	G	1	1	2	0.00062
Vibrio	662	G	7	4	11	0.00326
Photobacterium	657	G	1	0	1	0.00041
Methylomicrobium	39773	G	4	1	5	0.00144
Methylovulum	762296	G	2	0	2	0.00067
Methylomonas	416	G	1	13	14	0.00395
Aeromonas	642	G	5	3	8	0.00228
Tolumonas	43947	G	1	2	3	0.00098
Oceanisphaera	225143	G	1	0	1	0.00040
Legionella	445	G	2	0	2	0.00062
Sedimenticola	349742	G	2	0	2	0.00061
Maricaulis	74317	G	95	24	119	0.03364
Glycocaulis	1433402	G	5	1	6	0.00178
Hyphomonas	85	G	3	0	3	0.00096
Paracoccus	265	G	8	2	10	0.00306
Sulfitobacter	60136	G	4	5	9	0.00277
Labrenzia	478070	G	4	0	4	0.00124
Rhodobacter	1060	G	3	0	3	0.00102
Brevirhabdus	1855413	G	2	4	6	0.00182
Phaeobacter	302485	G	2	2	4	0.00131
Pseudovibrio	258255	G	2	0	2	0.00065
Ruegeria	97050	G	2	1	3	0.00087
Parasedimentitalea	2738399	G	1	0	1	0.00032
Halovulum	1844498	G	1	0	1	0.00036
Marivivens	1759396	G	1	1	2	0.00083
Celeribacter	875170	G	1	1	2	0.00083
Leisingera	191028	G	1	0	1	0.00028
Roseovarius	74030	G	1	1	2	0.00079
Roseivivax	93682	G	1	0	1	0.00049
Rhizobium	379	G	5	3	8	0.00252
Agrobacterium	357	G	4	9	13	0.00376
Sinorhizobium	28105	G	2	3	5	0.00146
Bradyrhizobium	374	G	11	7	18	0.00517
Rhodopseudomonas	1073	G	1	1	2	0.00058
Oligotropha	40136	G	1	0	1	0.00028
Mesorhizobium	68287	G	7	10	17	0.00506
Nitratireductor	245876	G	1	0	1	0.00050
Chelativorans	449972	G	1	0	1	0.00046
Roseitalea	1915401	G	1	0	1	0.00050
Salaquimonas	2712688	G	1	0	1	0.00034
Hyphomicrobium	81	G	2	0	2	0.00067
Devosia	46913	G	2	0	2	0.00077
Rhodoplanes	29407	G	1	0	1	0.00051
Blastochloris	59282	G	1	2	3	0.00090
Filomicrobium	119044	G	1	0	1	0.00030
Methylocystis	133	G	1	0	1	0.00045
Methylosinus	425	G	1	0	1	0.00054
Terasakiella	196080	G	1	0	1	0.00030
Methylocella	120652	G	2	3	5	0.00159
Pyruvatibacter	1742974	G	3	1	4	0.00114
