name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	647	14	661	0.31108
Marinobacter	2742	G	4	0	4	0.00189
Idiomarina	135575	G	4	0	4	0.00188
Pseudomonas	286	G	204	32	236	0.11104
Acinetobacter	469	G	161	16	177	0.08357
Psychrobacter	497	G	1	0	1	0.00047
Stenotrophomonas	40323	G	23	4	27	0.01298
Xanthomonas	338	G	2	0	2	0.00094
Luteimonas	83614	G	2	0	2	0.00110
Lysobacter	68	G	1	0	1	0.00047
Pseudoxanthomonas	83618	G	1	0	1	0.00058
Thermomonas	141948	G	1	0	1	0.00060
Dyella	231454	G	1	0	1	0.00061
Ahniella	2233801	G	1	0	1	0.00048
Klebsiella	570	G	1	0	1	0.00085
Sphingobium	165695	G	285	125	410	0.19309
Sphingomonas	13687	G	104	13	117	0.05536
Sphingopyxis	165697	G	29	4	33	0.01561
Citromicrobium	72173	G	5	1	6	0.00295
Sphingosinithalassobacter	2676233	G	5	1	6	0.00297
Blastomonas	150203	G	4	0	4	0.00199
Novosphingobium	165696	G	4	1	5	0.00274
Sphingosinicella	335405	G	3	0	3	0.00145
Sphingorhabdus	1434046	G	2	0	2	0.00096
Rhizorhabdus	1649486	G	1	1	2	0.00095
Porphyrobacter	1111	G	15	6	21	0.01004
Erythrobacter	1041	G	10	5	15	0.00734
Altererythrobacter	361177	G	3	0	3	0.00148
Croceicoccus	1295327	G	1	0	1	0.00086
Caulobacter	75	G	105	9	114	0.05379
Brevundimonas	41275	G	27	0	27	0.01315
Phenylobacterium	20	G	1	0	1	0.00052
Azorhizobium	6	G	7	2	9	0.00427
Xanthobacter	279	G	5	2	7	0.00356
Ancylobacter	99	G	4	2	6	0.00311
Bradyrhizobium	374	G	12	1	13	0.00620
Bosea	85413	G	4	0	4	0.00216
Agrobacterium	357	G	5	1	6	0.00299
Rhizobium	379	G	4	11	15	0.00720
Shinella	323620	G	2	1	3	0.00169
Methylobacterium	407	G	8	1	9	0.00456
Microvirga	186650	G	2	0	2	0.00108
Methylorubrum	2282523	G	1	2	3	0.00155
Mesorhizobium	68287	G	8	2	10	0.00489
Aminobacter	31988	G	4	1	5	0.00259
Blastochloris	59282	G	1	0	1	0.00059
Azospirillum	191	G	1	0	1	0.00047
Hypericibacter	2705399	G	1	1	2	0.00129
Acetobacter	434	G	1	0	1	0.00061
Rhodobacter	1060	G	1	0	1	0.00080
Paracoccus	265	G	1	0	1	0.00063
Labrenzia	478070	G	1	0	1	0.00047
Phreatobacter	1632780	G	1	0	1	0.00053
Ralstonia	48736	G	14	9	23	0.01088
Limnobacter	131079	G	8	0	8	0.00391
Burkholderia	32008	G	2	0	2	0.00105
Paraburkholderia	1822464	G	2	0	2	0.00100
Pandoraea	93217	G	1	0	1	0.00062
Hydrogenophaga	47420	G	4	0	4	0.00226
Acidovorax	12916	G	3	1	4	0.00210
Variovorax	34072	G	1	0	1	0.00053
Polaromonas	52972	G	1	0	1	0.00055
Delftia	80865	G	1	1	2	0.00111
Ramlibacter	174951	G	1	0	1	0.00067
Achromobacter	222	G	1	0	1	0.00052
Bordetella	517	G	1	0	1	0.00074
Massilia	149698	G	1	0	1	0.00056
Thauera	33057	G	2	1	3	0.00142
Azoarcus	12960	G	1	0	1	0.00051
Aromatoleum	551759	G	1	0	1	0.00052
Methyloversatilis	378210	G	2	0	2	0.00101
Sandaracinus	1055688	G	1	0	1	0.00047
Mycobacterium	1763	G	1	0	1	0.00057
Mycolicibacter	1073531	G	1	0	1	0.00093
Mycolicibacterium	1866885	G	1	0	1	0.00078
Nocardia	1817	G	2	0	2	0.00128
Corynebacterium	1716	G	1	0	1	0.00077
Arthrobacter	1663	G	1	0	1	0.00076
Frondihabitans	447237	G	1	0	1	0.00062
Georgenia	154116	G	1	1	2	0.00138
Nocardioides	1839	G	2	0	2	0.00114
Kitasatospora	2063	G	1	1	2	0.00120
Actinomadura	1988	G	1	0	1	0.00064
Blastococcus	38501	G	1	0	1	0.00072
Ilumatobacter	682522	G	1	0	1	0.00054
Adlercreutzia	447020	G	1	0	1	0.00047
Prochlorococcus	1218	G	15	0	15	0.00708
Staphylococcus	1279	G	1	0	1	0.00047
Aquisphaera	1511635	G	1	0	1	0.00047
Homo	9605	G	9	1	10	0.00474
