name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	69648	3871	73519	0.84701
Marinobacter	2742	G	115	12	127	0.00146
Glaciecola	89404	G	5	0	5	0.00006
Salinimonas	288793	G	3	0	3	0.00004
Saliniradius	2661818	G	3	0	3	0.00004
Lacimicrobium	1751872	G	2	0	2	0.00002
Agarivorans	261825	G	1	0	1	0.00001
Hydrocarboniclastica	2650549	G	1	0	1	0.00001
Shewanella	22	G	25	4	29	0.00034
Parashewanella	2547964	G	1	0	1	0.00001
Pseudoalteromonas	53246	G	10	0	10	0.00012
Idiomarina	135575	G	5	0	5	0.00006
Colwellia	28228	G	2	0	2	0.00002
Moritella	58050	G	2	0	2	0.00002
Pseudomonas	286	G	287	88	375	0.00432
Azotobacter	352	G	3	0	3	0.00004
Acinetobacter	469	G	16	3	19	0.00023
Moraxella	475	G	4	0	4	0.00005
Psychrobacter	497	G	3	1	4	0.00005
Enterobacter	547	G	11	6	17	0.00020
Salmonella	590	G	6	5	11	0.00013
Citrobacter	544	G	3	0	3	0.00003
Escherichia	561	G	2	26	28	0.00033
Klebsiella	570	G	2	15	17	0.00020
Limnobaculum	2172100	G	2	1	3	0.00004
Pluralibacter	1330546	G	1	0	1	0.00002
Kosakonia	1330547	G	1	1	2	0.00003
Raoultella	160674	G	1	0	1	0.00001
Leclercia	83654	G	1	3	4	0.00005
Shigella	620	G	1	0	1	0.00001
Kluyvera	579	G	1	0	1	0.00002
Pantoea	53335	G	9	2	11	0.00013
Tatumella	82986	G	4	1	5	0.00006
Erwinia	551	G	3	1	4	0.00006
Mixta	2100764	G	2	2	4	0.00005
Serratia	613	G	10	7	17	0.00020
Yersinia	629	G	3	0	3	0.00004
Rouxiella	1565532	G	1	0	1	0.00002
Nissabacter	1964366	G	1	0	1	0.00002
Dickeya	204037	G	5	1	6	0.00008
Sodalis	84565	G	3	0	3	0.00004
Pectobacterium	122277	G	2	0	2	0.00003
Brenneria	71655	G	1	0	1	0.00001
Lonsdalea	1082702	G	1	0	1	0.00002
Morganella	581	G	2	1	3	0.00005
Providencia	586	G	1	0	1	0.00001
Xenorhabdus	626	G	1	0	1	0.00002
Hafnia	568	G	1	0	1	0.00001
Obesumbacterium	82982	G	1	1	2	0.00003
Phytobacter	447792	G	1	13	14	0.00017
Methylophaga	40222	G	141	36	177	0.00204
Hydrogenovibrio	28884	G	7	0	7	0.00009
Thiomicrorhabdus	2039723	G	7	0	7	0.00008
Thiomicrospira	933	G	3	0	3	0.00004
Cycloclasticus	34067	G	1	0	1	0.00001
Xanthomonas	338	G	24	6	30	0.00036
Stenotrophomonas	40323	G	18	10	28	0.00033
Lysobacter	68	G	13	2	15	0.00018
Luteimonas	83614	G	8	2	10	0.00012
Xylella	2370	G	4	0	4	0.00005
Thermomonas	141948	G	4	1	5	0.00006
Pseudoxanthomonas	83618	G	2	1	3	0.00003
Arenimonas	490567	G	2	0	2	0.00003
Pseudolysobacter	2709666	G	1	0	1	0.00001
Ahniella	2233801	G	6	0	6	0.00007
Rhodanobacter	75309	G	4	1	5	0.00006
Dyella	231454	G	4	0	4	0.00005
Frateuria	70411	G	3	0	3	0.00004
Luteibacter	242605	G	1	0	1	0.00001
Halomonas	2745	G	42	6	48	0.00056
Kushneria	504090	G	2	0	2	0.00002
Zymobacter	33073	G	1	0	1	0.00001
Cobetia	204286	G	1	0	1	0.00001
Alcanivorax	59753	G	11	5	16	0.00019
Ketobacter	2025617	G	1	0	1	0.00002
Saccharospirillum	231683	G	5	0	5	0.00006
Gynuella	1445504	G	3	0	3	0.00004
Reinekea	230494	G	1	0	1	0.00001
Oleispira	188907	G	3	0	3	0.00004
Marinobacterium	48075	G	1	0	1	0.00001
Thalassolituus	187492	G	1	0	1	0.00002
Kangiella	261963	G	5	0	5	0.00006
Hahella	158481	G	3	0	3	0.00004
Endozoicomonas	305899	G	2	0	2	0.00003
Oleiphilus	141450	G	1	0	1	0.00002
Thioalkalivibrio	106633	G	5	2	7	0.00009
Ectothiorhodospira	1051	G	3	0	3	0.00004
Acidihalobacter	1765964	G	3	0	3	0.00004
Halorhodospira	85108	G	2	0	2	0.00003
Spiribacter	1335745	G	2	1	3	0.00004
Nitrosococcus	1227	G	4	0	4	0.00005
Thiocystis	13724	G	4	4	8	0.00010
Allochromatium	85072	G	2	0	2	0.00003
Marichromatium	85076	G	2	0	2	0.00003
Sulfuriflexus	1860077	G	5	0	5	0.00006
Granulosicoccus	437504	G	1	0	1	0.00001
Thiohalobacter	1273155	G	5	1	6	0.00008
Sulfurivermis	2034504	G	5	9	14	0.00017
Halothiobacillus	109262	G	3	0	3	0.00004
Wenzhouxiangella	1676142	G	2	0	2	0.00003
Woeseia	1738655	G	1	0	1	0.00001
Guyparkeria	2035712	G	1	0	1	0.00002
Microbulbifer	48073	G	20	2	22	0.00026
Halioglobus	1217416	G	9	0	9	0.00011
Kineobactrum	2678529	G	3	0	3	0.00004
Congregibacter	393661	G	1	2	3	0.00004
Cellvibrio	10	G	7	0	7	0.00008
Oceanicoccus	1084558	G	3	0	3	0.00004
Vibrio	662	G	26	5	31	0.00036
Photobacterium	657	G	1	0	1	0.00002
Salinivibrio	51366	G	1	0	1	0.00001
Enterovibrio	188143	G	1	0	1	0.00001
Grimontia	246861	G	1	0	1	0.00002
Methylomonas	416	G	10	1	11	0.00014
Methylococcus	413	G	6	1	7	0.00008
Methylomicrobium	39773	G	6	1	7	0.00008
Candidatus Methylospira	1808977	G	2	11	13	0.00015
Aeromonas	642	G	19	5	24	0.00028
Tolumonas	43947	G	3	1	4	0.00005
Oceanimonas	129577	G	1	0	1	0.00001
Actinobacillus	713	G	2	0	2	0.00003
Basfia	697331	G	2	0	2	0.00002
Mannheimia	75984	G	2	0	2	0.00003
Haemophilus	724	G	1	0	1	0.00001
Aggregatibacter	416916	G	1	0	1	0.00002
Gallibacterium	155493	G	1	1	2	0.00003
Pseudohongiella	1524249	G	4	1	5	0.00006
Candidatus Ruthia	1541743	G	1	0	1	0.00001
Candidatus Vesicomyosocius	2732587	G	1	0	1	0.00001
Sedimenticola	349742	G	1	0	1	0.00001
Thiolapillus	1608298	G	1	7	8	0.00010
Salinisphaera	180541	G	5	0	5	0.00006
Legionella	445	G	3	0	3	0.00004
Coxiella	776	G	1	0	1	0.00001
Immundisolibacter	1934947	G	4	1	5	0.00006
Orbus	743714	G	1	0	1	0.00001
Gilliamella	1193503	G	1	0	1	0.00001
Solimonas	413435	G	1	0	1	0.00001
Sinimarinibacterium	1861863	G	1	0	1	0.00002
Sulfurifustis	1692042	G	1	0	1	0.00001
Maricaulis	74317	G	1612	707	2319	0.02672
Glycocaulis	1433402	G	170	60	230	0.00266
Hyphomonas	85	G	100	18	118	0.00136
Hirschia	2723	G	2	0	2	0.00002
Labrenzia	478070	G	66	12	78	0.00091
Ruegeria	97050	G	32	22	54	0.00062
Sulfitobacter	60136	G	30	59	89	0.00103
Paracoccus	265	G	29	24	53	0.00062
Rhodobacter	1060	G	25	27	52	0.00060
Phaeobacter	302485	G	22	78	100	0.00116
Celeribacter	875170	G	18	49	67	0.00078
Stappia	152161	G	16	13	29	0.00035
Octadecabacter	53945	G	14	4	18	0.00021
Roseovarius	74030	G	13	18	31	0.00037
Leisingera	191028	G	13	28	41	0.00047
Thioclava	285107	G	10	9	19	0.00023
Pannonibacter	227873	G	10	97	107	0.00124
Brevirhabdus	1855413	G	9	30	39	0.00045
Roseivivax	93682	G	9	3	12	0.00014
Rhodovulum	34008	G	8	5	13	0.00015
Boseongicola	1648497	G	8	0	8	0.00010
Pseudovibrio	258255	G	7	2	9	0.00011
Pseudohalocynthiibacter	1759417	G	7	9	16	0.00019
Thalassococcus	436357	G	6	0	6	0.00008
Maribius	387095	G	6	1	7	0.00009
Yangia	354203	G	5	2	7	0.00009
Dinoroseobacter	309512	G	5	17	22	0.00026
Halovulum	1844498	G	5	2	7	0.00008
Jannaschia	188905	G	5	0	5	0.00006
Confluentimicrobium	1609958	G	4	18	22	0.00025
Ketogulonicigenium	92944	G	4	2	6	0.00008
Tabrizicola	1443919	G	4	1	5	0.00006
Tateyamaria	299261	G	4	0	4	0.00005
Roseobacter	2433	G	4	0	4	0.00005
Marinovum	367771	G	4	11	15	0.00017
Monaibacterium	2029873	G	4	6	10	0.00012
Yoonia	2211641	G	4	7	11	0.00013
Paraoceanicella	2683599	G	4	6	10	0.00012
Parasedimentitalea	2738399	G	4	1	5	0.00006
Silicimonas	1955420	G	3	0	3	0.00004
Pelagibaca	360528	G	3	10	13	0.00016
Pseudorhodobacter	238783	G	3	1	4	0.00005
Sagittula	58842	G	3	13	16	0.00019
Antarctobacter	74032	G	3	0	3	0.00004
Marivivens	1759396	G	3	9	12	0.00014
Planktomarina	1284657	G	3	0	3	0.00004
Mameliella	1434019	G	2	3	5	0.00006
Rhodobaca	119541	G	2	0	2	0.00003
Roseibacterium	159345	G	2	0	2	0.00003
Halocynthiibacter	1579315	G	1	0	1	0.00001
Epibacterium	1649279	G	1	4	5	0.00006
Gemmobacter	204456	G	1	0	1	0.00002
Thalassobius	335927	G	1	0	1	0.00002
Oceanicola	252301	G	1	0	1	0.00001
Rhizobium	379	G	98	103	201	0.00232
Agrobacterium	357	G	37	52	89	0.00103
Neorhizobium	1525371	G	5	5	10	0.00012
Sinorhizobium	28105	G	28	55	83	0.00097
Ensifer	106591	G	15	34	49	0.00057
Georhizobium	2661800	G	10	35	45	0.00052
Shinella	323620	G	5	29	34	0.00040
Bradyrhizobium	374	G	101	76	177	0.00204
Bosea	85413	G	21	26	47	0.00054
Rhodopseudomonas	1073	G	15	33	48	0.00056
Nitrobacter	911	G	5	4	9	0.00011
Oligotropha	40136	G	3	0	3	0.00003
Variibacter	1649510	G	3	1	4	0.00005
Afipia	1033	G	1	2	3	0.00004
Tardiphaga	1395974	G	1	0	1	0.00001
Mesorhizobium	68287	G	85	117	202	0.00233
Salaquimonas	2712688	G	9	2	11	0.00013
Hoeflea	274591	G	8	6	14	0.00016
Chelativorans	449972	G	7	7	14	0.00016
Roseitalea	1915401	G	7	8	15	0.00018
Aminobacter	31988	G	6	14	20	0.00024
Phyllobacterium	28100	G	4	5	9	0.00011
Nitratireductor	245876	G	4	5	9	0.00011
Oricola	1594166	G	2	2	4	0.00005
Methylobacterium	407	G	39	31	70	0.00081
Methylorubrum	2282523	G	8	16	24	0.00028
Microvirga	186650	G	7	8	15	0.00018
Devosia	46913	G	18	10	28	0.00033
Hyphomicrobium	81	G	16	12	28	0.00033
Youhaiella	1827478	G	8	7	15	0.00018
Rhodoplanes	29407	G	2	2	4	0.00005
Filomicrobium	119044	G	2	0	2	0.00003
Pelagibacterium	1082930	G	2	2	4	0.00005
Rhodomicrobium	1068	G	1	0	1	0.00002
Maritalea	623276	G	1	0	1	0.00001
Pyruvatibacter	1742974	G	28	26	54	0.00063
Candidatus Phaeomarinobacter	1541445	G	8	1	9	0.00011
Parvibaculum	256616	G	7	35	42	0.00049
Pseudolabrys	556257	G	18	31	49	0.00057
Ancylobacter	99	G	10	25	35	0.00041
Azorhizobium	6	G	6	9	15	0.00018
Labrys	204476	G	4	3	7	0.00008
Starkeya	152053	G	2	3	5	0.00006
