name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Maricaulis	74317	G	207	94	301	0.09764
Glycocaulis	1433402	G	21	7	28	0.00937
Hyphomonas	85	G	9	2	11	0.00363
Labrenzia	478070	G	11	0	11	0.00375
Paracoccus	265	G	9	9	18	0.00595
Sulfitobacter	60136	G	5	5	10	0.00348
Boseongicola	1648497	G	4	10	14	0.00472
Dinoroseobacter	309512	G	3	7	10	0.00351
Rhodovulum	34008	G	2	1	3	0.00101
Celeribacter	875170	G	2	5	7	0.00252
Monaibacterium	2029873	G	2	2	4	0.00141
Yangia	354203	G	2	0	2	0.00091
Brevirhabdus	1855413	G	2	5	7	0.00237
Thioclava	285107	G	2	1	3	0.00118
Pseudovibrio	258255	G	2	0	2	0.00081
Thalassococcus	436357	G	1	0	1	0.00036
Mameliella	1434019	G	1	1	2	0.00071
Pelagibaca	360528	G	1	2	3	0.00116
Thalassobius	335927	G	1	0	1	0.00041
Phaeobacter	302485	G	1	0	1	0.00032
Salipiger	263377	G	1	3	4	0.00130
Defluviimonas	1097466	G	1	2	3	0.00104
Gemmobacter	204456	G	1	1	2	0.00073
Leisingera	191028	G	1	0	1	0.00047
Paraoceanicella	2683599	G	1	1	2	0.00072
Octadecabacter	53945	G	1	0	1	0.00035
Stappia	152161	G	1	0	1	0.00043
Ruegeria	97050	G	1	1	2	0.00067
Roseivivax	93682	G	1	0	1	0.00061
Roseovarius	74030	G	1	0	1	0.00032
Rhizobium	379	G	18	35	53	0.01731
Agrobacterium	357	G	5	8	13	0.00436
Neorhizobium	1525371	G	3	2	5	0.00164
Sinorhizobium	28105	G	4	3	7	0.00248
Ensifer	106591	G	2	5	7	0.00231
Shinella	323620	G	2	8	10	0.00339
Georhizobium	2661800	G	1	3	4	0.00131
Bradyrhizobium	374	G	24	13	37	0.01208
Bosea	85413	G	5	3	8	0.00289
Rhodopseudomonas	1073	G	2	2	4	0.00160
Variibacter	1649510	G	2	0	2	0.00096
Mesorhizobium	68287	G	13	18	31	0.01019
Salaquimonas	2712688	G	2	0	2	0.00081
Phyllobacterium	28100	G	1	1	2	0.00074
Hoeflea	274591	G	1	0	1	0.00032
Roseitalea	1915401	G	1	1	2	0.00074
Devosia	46913	G	4	2	6	0.00198
Hyphomicrobium	81	G	2	0	2	0.00077
Rhodomicrobium	1068	G	1	0	1	0.00044
Filomicrobium	119044	G	1	0	1	0.00037
Youhaiella	1827478	G	1	0	1	0.00061
Methylobacterium	407	G	2	0	2	0.00065
Methylorubrum	2282523	G	1	17	18	0.00609
Methylocella	120652	G	2	1	3	0.00112
Brucella	234	G	3	4	7	0.00231
Ochrobactrum	528	G	2	2	4	0.00133
Pyruvatibacter	1742974	G	2	0	2	0.00093
Pseudolabrys	556257	G	4	5	9	0.00323
Nordella	169055	G	2	0	2	0.00088
Hartmannibacter	1572860	G	1	1	2	0.00081
Methylosinus	425	G	1	1	2	0.00073
Terasakiella	196080	G	1	0	1	0.00035
Aureimonas	414371	G	2	1	3	0.00127
Cohaesibacter	655352	G	2	0	2	0.00079
Chelatococcus	28209	G	1	0	1	0.00032
Lichenihabitans	2723776	G	1	0	1	0.00055
Sphingomonas	13687	G	14	17	31	0.01023
Sphingobium	165695	G	9	31	40	0.01298
Novosphingobium	165696	G	4	2	6	0.00205
Sphingosinicella	335405	G	2	0	2	0.00077
Sphingorhabdus	1434046	G	2	0	2	0.00077
Zymomonas	541	G	1	0	1	0.00061
Sphingopyxis	165697	G	1	1	2	0.00094
Rhizorhabdus	1649486	G	1	3	4	0.00156
Erythrobacter	1041	G	5	2	7	0.00231
Altererythrobacter	361177	G	5	4	9	0.00314
Porphyrobacter	1111	G	3	5	8	0.00272
Croceicoccus	1295327	G	1	1	2	0.00078
Magnetospirillum	13134	G	6	683	689	0.22327
Azospirillum	191	G	5	4	9	0.00306
Thalassospira	168934	G	3	3	6	0.00214
Indioceanicola	2478349	G	3	0	3	0.00127
Hypericibacter	2705399	G	2	0	2	0.00090
Rhodospirillum	1081	G	1	0	1	0.00032
Tistrella	171436	G	1	5	6	0.00196
