name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	40696	2631	43327	0.80040
Marinobacter	2742	G	90	15	105	0.00194
Saliniradius	2661818	G	6	0	6	0.00011
Glaciecola	89404	G	4	0	4	0.00008
Lacimicrobium	1751872	G	3	0	3	0.00006
Salinimonas	288793	G	2	0	2	0.00004
Hydrocarboniclastica	2650549	G	2	0	2	0.00004
Paraglaciecola	1621534	G	1	0	1	0.00002
Shewanella	22	G	33	6	39	0.00073
Pseudoalteromonas	53246	G	10	0	10	0.00019
Idiomarina	135575	G	6	0	6	0.00012
Colwellia	28228	G	2	0	2	0.00004
Thalassotalea	1518149	G	2	0	2	0.00004
Ferrimonas	44011	G	4	0	4	0.00008
Moritella	58050	G	1	0	1	0.00002
Psychromonas	67572	G	1	0	1	0.00002
Pseudomonas	286	G	294	60	354	0.00655
Permianibacter	1649479	G	3	0	3	0.00006
Azotobacter	352	G	1	0	1	0.00002
Oblitimonas	1849530	G	1	0	1	0.00003
Acinetobacter	469	G	19	2	21	0.00040
Psychrobacter	497	G	3	0	3	0.00006
Moraxella	475	G	1	0	1	0.00002
Enterobacter	547	G	21	16	37	0.00070
Salmonella	590	G	8	6	14	0.00027
Kosakonia	1330547	G	7	2	9	0.00017
Leclercia	83654	G	7	0	7	0.00013
Klebsiella	570	G	5	14	19	0.00036
Citrobacter	544	G	4	29	33	0.00062
Cronobacter	413496	G	4	3	7	0.00015
Escherichia	561	G	3	36	39	0.00072
Lelliottia	1330545	G	3	1	4	0.00008
Pseudescherichia	2055880	G	2	0	2	0.00004
Pluralibacter	1330546	G	2	0	2	0.00005
Gibbsiella	929812	G	2	0	2	0.00005
Scandinavium	2726810	G	1	0	1	0.00002
Limnobaculum	2172100	G	1	0	1	0.00003
Raoultella	160674	G	1	0	1	0.00002
Yokenella	158876	G	1	0	1	0.00003
Kluyvera	579	G	1	1	2	0.00004
Pantoea	53335	G	14	10	24	0.00045
Erwinia	551	G	5	2	7	0.00013
Tatumella	82986	G	2	0	2	0.00005
Mixta	2100764	G	2	1	3	0.00006
Dickeya	204037	G	10	1	11	0.00021
Pectobacterium	122277	G	5	0	5	0.00010
Sodalis	84565	G	4	0	4	0.00008
Brenneria	71655	G	1	0	1	0.00002
Lonsdalea	1082702	G	1	0	1	0.00002
Serratia	613	G	11	1	12	0.00023
Yersinia	629	G	3	0	3	0.00007
Nissabacter	1964366	G	2	0	2	0.00005
Rouxiella	1565532	G	1	0	1	0.00002
Chania	1745211	G	1	0	1	0.00002
Candidatus Fukatsuia	1927833	G	1	0	1	0.00002
Morganella	581	G	4	3	7	0.00014
Photorhabdus	29487	G	2	0	2	0.00004
Providencia	586	G	1	0	1	0.00002
Xenorhabdus	626	G	1	0	1	0.00002
Hafnia	568	G	2	0	2	0.00004
Edwardsiella	635	G	2	0	2	0.00005
Obesumbacterium	82982	G	1	2	3	0.00006
Plesiomonas	702	G	2	0	2	0.00005
Phytobacter	447792	G	1	10	11	0.00020
Methylophaga	40222	G	147	49	196	0.00362
Thiomicrospira	933	G	4	4	8	0.00015
Thiomicrorhabdus	2039723	G	4	0	4	0.00008
Hydrogenovibrio	28884	G	3	0	3	0.00006
Xanthomonas	338	G	24	7	31	0.00059
Stenotrophomonas	40323	G	22	11	33	0.00061
Lysobacter	68	G	11	2	13	0.00024
Luteimonas	83614	G	7	2	9	0.00017
Thermomonas	141948	G	3	0	3	0.00007
Xylella	2370	G	2	0	2	0.00004
Pseudoxanthomonas	83618	G	1	0	1	0.00003
Arenimonas	490567	G	1	0	1	0.00002
Rhodanobacter	75309	G	7	2	9	0.00017
Luteibacter	242605	G	6	0	6	0.00013
Ahniella	2233801	G	5	0	5	0.00010
Dokdonella	323413	G	3	0	3	0.00007
Aerosticca	2707020	G	2	9	11	0.00022
Frateuria	70411	G	1	0	1	0.00002
Halomonas	2745	G	29	6	35	0.00065
Kushneria	504090	G	8	0	8	0.00016
Chromohalobacter	42054	G	2	0	2	0.00005
Cobetia	204286	G	1	0	1	0.00003
Alcanivorax	59753	G	12	3	15	0.00029
Marinobacterium	48075	G	2	0	2	0.00004
Thalassolituus	187492	G	2	0	2	0.00005
Marinomonas	28253	G	1	0	1	0.00002
Neptunomonas	75687	G	1	0	1	0.00002
Nitrincola	267849	G	1	0	1	0.00002
Bacterioplanes	1537406	G	1	0	1	0.00002
Gynuella	1445504	G	5	0	5	0.00010
Saccharospirillum	231683	G	1	0	1	0.00002
Oleiphilus	141450	G	4	1	5	0.00010
Hahella	158481	G	4	0	4	0.00007
Kangiella	261963	G	4	0	4	0.00008
Endozoicomonas	305899	G	3	0	3	0.00006
Thioalkalivibrio	106633	G	10	6	16	0.00030
Spiribacter	1335745	G	4	4	8	0.00015
Acidihalobacter	1765964	G	2	0	2	0.00004
Ectothiorhodospira	1051	G	1	0	1	0.00002
Halorhodospira	85108	G	1	0	1	0.00002
Marichromatium	85076	G	5	0	5	0.00011
Thiocystis	13724	G	3	0	3	0.00006
Rheinheimera	67575	G	3	5	8	0.00015
Thermochromatium	85073	G	3	0	3	0.00006
Nitrosococcus	1227	G	1	0	1	0.00002
Allochromatium	85072	G	1	0	1	0.00002
Thioflavicoccus	156885	G	1	0	1	0.00002
Sulfuriflexus	1860077	G	7	0	7	0.00013
Thiohalobacter	1273155	G	4	1	5	0.00009
Halothiobacillus	109262	G	3	0	3	0.00006
Sulfurivermis	2034504	G	3	6	9	0.00017
Woeseia	1738655	G	3	0	3	0.00006
Wenzhouxiangella	1676142	G	1	0	1	0.00002
Vibrio	662	G	22	3	25	0.00047
