name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas	226	G	59811	2784	62595	0.93598
Marinobacter	2742	G	215	20	235	0.00353
Salinimonas	288793	G	5	0	5	0.00008
Glaciecola	89404	G	3	0	3	0.00005
Catenovulum	1172191	G	3	0	3	0.00005
Hydrocarboniclastica	2650549	G	2	0	2	0.00003
Paraglaciecola	1621534	G	1	0	1	0.00002
Lacimicrobium	1751872	G	1	0	1	0.00002
Saliniradius	2661818	G	1	0	1	0.00002
Shewanella	22	G	31	1	32	0.00049
Parashewanella	2547964	G	1	0	1	0.00002
Pseudoalteromonas	53246	G	9	0	9	0.00014
Idiomarina	135575	G	7	0	7	0.00011
Colwellia	28228	G	3	1	4	0.00007
Thalassotalea	1518149	G	1	0	1	0.00002
Moritella	58050	G	1	0	1	0.00002
Ferrimonas	44011	G	1	0	1	0.00002
Pseudomonas	286	G	276	40	316	0.00473
Permianibacter	1649479	G	6	0	6	0.00009
Azotobacter	352	G	2	0	2	0.00004
Oblitimonas	1849530	G	1	0	1	0.00002
Acinetobacter	469	G	27	3	30	0.00046
Psychrobacter	497	G	4	0	4	0.00007
Moraxella	475	G	1	0	1	0.00002
Methylophaga	40222	G	270	51	321	0.00480
Thiomicrorhabdus	2039723	G	11	0	11	0.00017
Thiomicrospira	933	G	2	5	7	0.00012
Hydrogenovibrio	28884	G	1	0	1	0.00002
Thioploca	40751	G	2	0	2	0.00003
Enterobacter	547	G	16	15	31	0.00047
Citrobacter	544	G	7	13	20	0.00031
Escherichia	561	G	5	50	55	0.00083
Salmonella	590	G	4	10	14	0.00021
Klebsiella	570	G	2	13	15	0.00022
Kosakonia	1330547	G	2	0	2	0.00004
Leclercia	83654	G	2	0	2	0.00003
Candidatus Moranella	1048757	G	2	0	2	0.00003
Cronobacter	413496	G	2	3	5	0.00009
Scandinavium	2726810	G	1	0	1	0.00002
Pseudescherichia	2055880	G	1	0	1	0.00002
Lelliottia	1330545	G	1	0	1	0.00003
Gibbsiella	929812	G	1	0	1	0.00003
Raoultella	160674	G	1	7	8	0.00013
Cedecea	158483	G	1	0	1	0.00002
Buttiauxella	82976	G	1	0	1	0.00002
Pantoea	53335	G	12	4	16	0.00025
Erwinia	551	G	5	4	9	0.00014
Tatumella	82986	G	5	2	7	0.00011
Mixta	2100764	G	1	1	2	0.00004
Serratia	613	G	8	11	19	0.00029
Yersinia	629	G	6	2	8	0.00013
Chania	1745211	G	2	1	3	0.00005
Sodalis	84565	G	6	0	6	0.00010
Pectobacterium	122277	G	6	2	8	0.00012
Dickeya	204037	G	5	2	7	0.00011
Brenneria	71655	G	2	0	2	0.00004
Providencia	586	G	4	2	6	0.00010
Morganella	581	G	2	2	4	0.00006
Proteus	583	G	1	0	1	0.00003
Photorhabdus	29487	G	1	0	1	0.00002
Leminorella	82980	G	2	0	2	0.00004
Hafnia	568	G	1	0	1	0.00001
Halomonas	2745	G	44	5	49	0.00074
Kushneria	504090	G	6	0	6	0.00009
Chromohalobacter	42054	G	1	0	1	0.00002
Cobetia	204286	G	1	0	1	0.00002
Salinicola	404432	G	1	0	1	0.00002
Pistricoccus	1897649	G	1	0	1	0.00002
Marinobacterium	48075	G	4	0	4	0.00007
Oleispira	188907	G	3	0	3	0.00005
Nitrincola	267849	G	3	0	3	0.00005
Marinomonas	28253	G	2	0	2	0.00003
Bacterioplanes	1537406	G	2	0	2	0.00004
Alcanivorax	59753	G	4	2	6	0.00010
Ketobacter	2025617	G	3	2	5	0.00008
Kangiella	261963	G	6	0	6	0.00009
Hahella	158481	G	5	0	5	0.00008
Gynuella	1445504	G	4	0	4	0.00006
Saccharospirillum	231683	G	1	0	1	0.00002
Endozoicomonas	305899	G	5	0	5	0.00009
Oleiphilus	141450	G	2	1	3	0.00005
Thioalkalivibrio	106633	G	6	3	9	0.00014
Ectothiorhodospira	1051	G	4	2	6	0.00010
Spiribacter	1335745	G	2	0	2	0.00003
Halorhodospira	85108	G	1	0	1	0.00002
Alkalilimnicola	133193	G	1	0	1	0.00002
Acidihalobacter	1765964	G	1	0	1	0.00001
Thiocystis	13724	G	3	0	3	0.00006
Rheinheimera	67575	G	2	2	4	0.00007
Nitrosococcus	1227	G	1	0	1	0.00002
Sulfuriflexus	1860077	G	5	0	5	0.00008
Granulosicoccus	437504	G	2	0	2	0.00003
Thiohalobacter	1273155	G	4	1	5	0.00008
Halothiobacillus	109262	G	3	0	3	0.00005
Sulfurivermis	2034504	G	2	2	4	0.00007
Woeseia	1738655	G	2	0	2	0.00003
Guyparkeria	2035712	G	1	0	1	0.00002
Microbulbifer	48073	G	18	1	19	0.00029
Cellvibrio	10	G	10	0	10	0.00015
Teredinibacter	2425	G	2	0	2	0.00003
Oceanicoccus	1084558	G	5	0	5	0.00008
Zhongshania	1434050	G	4	0	4	0.00006
Spongiibacter	630749	G	1	0	1	0.00002
Halioglobus	1217416	G	2	0	2	0.00003
Congregibacter	393661	G	1	1	2	0.00004
